idinteraccion,idorigen,tipoorigen,iddestino,tipodestino,tipointeraccion,valorinteraccion,idprecedente,idcurso,fecha,plataforma
6166,4,docente,40,alumno,reaccion,me_gusta,6103,24,2016-02-04 06:26:25.204,facebook
6167,422,alumno,621,alumno,mencion,@fugiat,6049,24,2016-04-08 09:44:02.305,facebook
6168,560,alumno,583,alumno,comentario,Velit illo unde corrupti voluptas et commodi laborum eius dolores iste voluptatem odio harum provident non.,6145,24,2016-02-06 02:45:36.819,facebook
6169,412,alumno,427,alumno,reaccion,me_divierte,6020,24,2016-03-14 20:10:47.886,facebook
6170,367,alumno,394,alumno,mensaje,Et non dolor velit consequuntur quia soluta adipisci enim odio et ratione laudantium qui ducimus voluptatum.,-1,24,2016-02-11 07:09:25.945,crea
6171,422,alumno,653,material,consulta,null,-1,24,2016-05-07 02:42:20.171,crea
6172,324,alumno,583,alumno,mencion,@suscipit,6011,24,2016-03-21 02:02:23.311,facebook
6173,327,alumno,412,alumno,mencion,@labore,6151,24,2016-03-03 18:01:33.649,facebook
6174,422,alumno,84,alumno,mensaje,Impedit amet rerum aperiam placeat vel iusto dolorum in odit deleniti illo quasi quia error est molestiae et suscipit.,-1,24,2016-03-01 20:35:34.934,crea
6175,328,alumno,-1,null,publicacion,Rerum temporibus aut nostrum tempore exercitationem exercitationem veniam amet accusamus reiciendis accusamus voluptas molestiae nam omnis consequatur cumque est qui natus.,-1,24,2016-03-08 19:13:27.593,facebook
6176,399,alumno,394,alumno,mensaje,Doloribus facere autem vitae libero quibusdam et recusandae illum impedit cumque nisi recusandae rerum eos.,6165,24,2016-05-21 01:54:52.826,crea
6177,169,alumno,621,alumno,mensaje,Magnam aut similique nam dolor aut enim qui rem labore quisquam voluptatem aliquam ab blanditiis molestiae saepe repellendus unde vitae nihil.,-1,24,2016-02-21 12:06:44.674,crea
6178,422,alumno,4,docente,reaccion,me_gusta,6117,24,2016-04-26 09:46:34.047,facebook
6179,441,alumno,655,material,consulta,null,-1,24,2016-03-07 14:17:56.793,crea
6180,496,alumno,665,material,consulta,null,-1,24,2016-05-28 17:49:21.474,facebook
6181,138,alumno,422,alumno,reaccion,me_encanta,6144,24,2016-03-22 11:12:26.396,facebook
6182,564,alumno,671,material,consulta,null,-1,24,2016-02-27 00:05:32.303,crea
6183,4,docente,399,alumno,mencion,@dolore,6084,24,2016-05-03 20:44:50.989,facebook
6184,530,alumno,399,alumno,reaccion,me_encanta,6084,24,2016-03-19 10:02:16.227,facebook
6185,583,alumno,4,docente,mensaje,Accusantium assumenda labore rerum et quo aliquam minima occaecati aspernatur doloribus repudiandae in vel sint id id eos tempore.,-1,24,2016-02-03 15:45:53.948,crea
6186,328,alumno,621,alumno,reaccion,me_asombra,6049,24,2016-04-27 08:59:04.473,facebook
6187,529,alumno,496,alumno,comentario,Reprehenderit blanditiis iure minima saepe eaque sunt nam eos veritatis numquam.,6067,24,2016-04-25 16:47:48.034,facebook
6188,324,alumno,427,alumno,mencion,@sapiente,6104,24,2016-02-01 09:26:54.44,facebook
6189,583,alumno,4,docente,mensaje,Blanditiis animi a laboriosam nulla mollitia omnis eos velit incidunt totam omnis exercitationem optio accusamus fugit officiis.,6122,24,2016-02-19 12:02:48.073,crea
6190,4,docente,-1,null,publicacion,Iusto vel eligendi asperiores dolorem minus alias et saepe perspiciatis temporibus perspiciatis ratione ab enim quod dicta sint ut officiis ut.,-1,24,2016-02-12 22:47:07.314,facebook
6191,324,alumno,84,alumno,reaccion,me_gusta,6031,24,2016-02-18 12:00:31.835,facebook
6192,583,alumno,4,docente,comentario,Qui iusto molestiae rerum voluptatem molestias optio quo et voluptatem.,6052,24,2016-04-03 23:43:48.888,facebook
6193,179,alumno,328,alumno,mensaje,Id fuga est asperiores error consequatur et laudantium necessitatibus et incidunt sit tempore voluptatibus eos perspiciatis et tempora ut pariatur nam.,-1,24,2016-04-12 16:48:11.657,crea
6194,621,alumno,-1,null,publicacion,Eos voluptatibus voluptatem esse iusto atque natus id laboriosam rerum iure omnis esse sed aut voluptatum modi.,-1,24,2016-04-30 02:32:23.144,facebook
6195,138,alumno,-1,null,publicacion,Fuga repellendus laudantium sed provident eum temporibus sapiente aut harum occaecati et enim quas praesentium necessitatibus quibusdam occaecati omnis.,-1,24,2016-05-06 11:36:03.253,facebook
6196,327,alumno,665,material,consulta,null,-1,24,2016-02-04 08:27:41.577,crea
6197,379,alumno,673,material,consulta,null,-1,24,2016-02-29 05:12:06.442,facebook
6198,453,alumno,84,alumno,mensaje,Quibusdam reiciendis eaque iusto et voluptatem facilis omnis molestiae vitae et quia tempora voluptatem libero laudantium.,-1,24,2016-04-08 01:05:41.284,crea
6199,80,alumno,399,alumno,mencion,@quis,6083,24,2016-02-16 11:43:42.854,facebook
6200,496,alumno,255,alumno,mensaje,Suscipit accusamus non nihil tempore sit modi ipsa nostrum ratione exercitationem incidunt quos fuga veniam aspernatur asperiores laboriosam repudiandae fuga.,-1,24,2016-02-09 07:06:12.016,crea
6201,441,alumno,379,alumno,reaccion,me_encanta,6134,24,2016-04-07 10:29:22.822,facebook
6202,4,docente,441,alumno,mensaje,Necessitatibus labore ut tempore dolores molestias est aut mollitia ipsam voluptate delectus qui et qui quos unde odit.,6060,24,2016-05-26 00:54:27.266,crea
6203,4,docente,-1,null,publicacion,Officiis molestiae qui sunt nesciunt voluptatum enim officiis et similique nobis deleniti accusamus corrupti quas numquam iure autem.,-1,24,2016-05-31 15:52:27.527,facebook
6204,379,alumno,583,alumno,reaccion,me_gusta,6011,24,2016-02-16 13:07:05.543,facebook
6205,179,alumno,4,docente,comentario,Modi dolor veritatis omnis nihil vitae harum voluptatum molestias aut explicabo sit sint.,6062,24,2016-04-30 22:41:15.604,crea
6206,453,alumno,-1,null,publicacion,Eveniet exercitationem pariatur ut consequuntur suscipit omnis corrupti cumque voluptates voluptatem et quis sint odit cumque quod nisi veritatis et.,-1,24,2016-03-02 11:43:04.147,crea
6207,496,alumno,653,material,consulta,null,-1,24,2016-03-02 13:50:42.583,facebook
6208,179,alumno,327,alumno,mensaje,Cum hic molestiae numquam et temporibus neque quae enim est magni similique laudantium molestiae qui eum voluptatem et eum.,6122,24,2016-02-22 03:38:54.953,crea
6209,4,docente,40,alumno,reaccion,me_gusta,6103,24,2016-04-16 00:10:24.866,facebook
6210,427,alumno,583,alumno,comentario,Dolor unde consequuntur nobis error consequatur ut sit et nulla.,6141,24,2016-04-17 06:55:31.359,crea
6211,84,alumno,-1,null,publicacion,Veniam non omnis voluptatem ipsa eum eos debitis harum fuga reprehenderit voluptatem rerum fuga molestiae earum eveniet aut.,-1,24,2016-02-12 16:16:53.493,facebook
6212,324,alumno,-1,null,publicacion,Sint nobis sint ut autem iste et iure ad tempore dolor quis ab inventore et voluptas doloribus nemo molestiae.,-1,24,2016-05-29 07:05:08.171,crea
6213,4,docente,441,alumno,comentario,Doloribus distinctio esse quia pariatur praesentium in veniam temporibus deleniti eaque quisquam minima nobis ipsam.,6201,24,2016-04-02 23:58:59.344,facebook
6214,453,alumno,673,material,consulta,null,-1,24,2016-01-21 10:38:56.392,crea
6215,399,alumno,650,material,consulta,null,-1,24,2016-02-21 01:30:09.477,crea
6216,379,alumno,138,alumno,mencion,@repudiandae,6158,24,2016-03-22 23:11:27.582,facebook
6217,539,alumno,328,alumno,mensaje,Consectetur quia aut odit et aliquid quis autem ipsum omnis nesciunt non praesentium harum sint est consequuntur vel.,6074,24,2016-02-15 04:52:22.718,crea
6218,530,alumno,-1,null,publicacion,Cupiditate omnis ut odit eum nihil laboriosam voluptas error doloribus placeat quo laborum nobis libero repellat.,-1,24,2016-02-06 16:55:52.38,crea
6219,4,docente,-1,null,publicacion,Quae quis eligendi quis fuga delectus aperiam qui neque sit reprehenderit consequuntur fuga repellat reiciendis alias labore ullam qui impedit in.,-1,24,2016-05-06 09:29:41.04,facebook
6220,255,alumno,327,alumno,mensaje,Consequatur quibusdam reiciendis aut voluptatem laborum eos esse enim quia necessitatibus aperiam est in neque.,6105,24,2016-05-21 16:38:04.238,crea
6221,328,alumno,675,material,consulta,null,-1,24,2016-01-31 09:13:46.959,facebook
6222,328,alumno,394,alumno,mensaje,Esse quo ab et et totam ut perspiciatis quia rerum est adipisci corrupti repellat quam nostrum dolores odit est est quam.,6099,24,2016-01-15 15:49:51.797,crea
6223,4,docente,4,docente,mensaje,Impedit vero voluptatibus nostrum aperiam qui quod perspiciatis recusandae aspernatur eius quis est ipsa enim modi.,6149,24,2016-03-12 18:20:41.791,crea
6224,367,alumno,674,material,consulta,null,-1,24,2016-05-10 13:20:28.19,crea
6225,80,alumno,-1,null,publicacion,In dolor eos fugit voluptatem praesentium ut ducimus nam nemo voluptatem fugit et reprehenderit nesciunt id iure sapiente possimus iusto.,-1,24,2016-05-28 16:08:26.55,facebook
6226,4,docente,40,alumno,mensaje,Accusamus autem sed minima omnis placeat neque cupiditate qui eos sed ut ut vero voluptas consequuntur et et optio.,-1,24,2016-03-13 07:16:52.741,crea
6227,255,alumno,529,alumno,mencion,@consequatur,6187,24,2016-03-18 08:01:35.848,facebook
6228,412,alumno,539,alumno,mensaje,Fugiat voluptatem eum doloremque non illum ut qui harum qui qui fuga quia et ut.,6165,24,2016-04-06 08:32:53.123,crea
6229,255,alumno,4,docente,mencion,@inventore,6072,24,2016-01-24 00:18:25.296,facebook
6230,379,alumno,327,alumno,reaccion,me_enoja,6111,24,2016-03-29 20:53:55.104,facebook
6231,40,alumno,621,alumno,comentario,Est iusto deleniti mollitia enim quibusdam quia ut reiciendis eos at maiores.,6049,24,2016-02-22 14:03:24.228,facebook
6232,539,alumno,138,alumno,comentario,Nisi voluptas quisquam asperiores est et tempore omnis nulla rem id eum.,6158,24,2016-02-16 03:52:09.211,facebook
6233,427,alumno,80,alumno,reaccion,me_encanta,6038,24,2016-03-11 21:18:09.117,facebook
6234,379,alumno,529,alumno,mencion,@et,6135,24,2016-05-12 16:58:22.119,facebook
6235,412,alumno,-1,null,publicacion,Ea est et voluptatem facere dolor molestias vel enim sapiente quia unde quis totam laborum dolor.,-1,24,2016-01-23 10:54:51.401,crea
6236,4,docente,560,alumno,mencion,@saepe,6010,24,2016-02-08 18:55:03.156,facebook
6237,255,alumno,412,alumno,mencion,@laudantium,6022,24,2016-01-24 07:36:46.751,facebook
6238,476,alumno,530,alumno,comentario,Exercitationem quidem saepe est voluptatem nesciunt ipsa soluta voluptas iure tempore officiis.,6184,24,2016-05-16 18:17:20.656,crea
6239,621,alumno,668,material,consulta,null,-1,24,2016-02-12 09:27:45.231,crea
6240,530,alumno,-1,null,publicacion,Qui est facilis enim voluptatem quidem necessitatibus incidunt iure facere et quisquam sit excepturi maxime dolor.,-1,24,2016-03-23 11:34:26.502,facebook
6241,564,alumno,328,alumno,comentario,Quia quam assumenda consequatur architecto ut est et error cupiditate saepe ut reprehenderit ipsum dicta veniam.,6186,24,2016-05-07 02:06:54.064,facebook
6242,328,alumno,4,docente,reaccion,me_entristece,6203,24,2016-02-02 00:11:00.657,facebook
6243,80,alumno,530,alumno,mencion,@earum,6240,24,2016-04-21 18:38:40.306,facebook
6244,560,alumno,670,material,consulta,null,-1,24,2016-02-10 21:06:48.953,facebook
6245,138,alumno,-1,null,publicacion,Minima est et sint omnis iure non nesciunt beatae ut ut eos cum harum quis et minima sit placeat dolores.,-1,24,2016-02-27 21:53:38.127,crea
6246,560,alumno,-1,null,publicacion,Veritatis inventore laboriosam sapiente delectus ab animi qui voluptatem laudantium illo eligendi sed magni inventore accusamus et.,-1,24,2016-04-18 13:18:21.602,crea
6247,394,alumno,179,alumno,mensaje,Voluptas qui iure est quia est corporis ipsum ad labore omnis a ut sunt beatae.,6060,24,2016-05-06 21:55:00.496,crea
6248,441,alumno,-1,null,publicacion,Magni et omnis suscipit eum quae dolores repellendus sapiente provident voluptatem dolorem nam hic animi et perspiciatis.,-1,24,2016-03-21 22:36:46.286,facebook
6249,453,alumno,4,docente,mensaje,Dolore eaque reiciendis est molestiae quod repellendus facere unde doloremque ipsa quis ut ipsa quaerat aut quo cumque maiores.,-1,24,2016-04-25 00:47:39.067,crea
6250,473,alumno,-1,null,publicacion,Et dolores et ex ut laudantium sint aperiam molestiae perspiciatis vitae id corporis et tenetur rerum minus.,-1,25,2005-09-27 22:35:07.7,facebook
6251,540,alumno,-1,null,publicacion,Id autem ut consequatur quam beatae repellat esse et sed impedit dolorum tenetur aliquid ad eius tenetur assumenda.,-1,25,2005-08-23 07:56:42.398,facebook
6252,52,alumno,473,alumno,comentario,Suscipit consequatur vitae numquam corrupti amet amet omnis veniam culpa.,6250,25,2005-10-19 19:19:27.485,facebook
6253,69,alumno,473,alumno,reaccion,me_encanta,6250,25,2005-10-20 23:31:52.022,facebook
6254,209,alumno,705,material,consulta,null,-1,25,2005-09-10 03:44:57.193,facebook
6255,282,alumno,4,docente,mensaje,Est quo nam rerum omnis cupiditate sequi earum ut qui non velit eum ratione asperiores quaerat tenetur possimus repellat.,-1,25,2005-11-23 10:44:57.724,crea
6256,203,alumno,52,alumno,mencion,@odio,6252,25,2005-09-07 02:25:57.205,facebook
6257,4,docente,517,alumno,mensaje,Quia deleniti harum esse libero sint et velit eveniet quasi soluta nostrum saepe est et.,-1,25,2005-08-17 12:31:26.677,crea
6258,604,alumno,473,alumno,mencion,@quasi,6250,25,2005-10-15 18:08:09.635,facebook
6259,473,alumno,52,alumno,mencion,@nemo,6252,25,2005-10-21 12:15:38.922,facebook
6260,479,alumno,540,alumno,reaccion,me_entristece,6251,25,2005-11-12 05:35:20.942,facebook
6261,407,alumno,680,material,consulta,null,-1,25,2005-09-01 03:56:38.583,crea
6262,4,docente,517,alumno,mensaje,Necessitatibus est excepturi asperiores molestiae molestiae ipsam quo delectus repellendus ullam tenetur commodi maxime quod enim vero dolore.,6257,25,2005-09-06 17:11:45.383,crea
6263,617,alumno,540,alumno,comentario,Repellendus assumenda est minima optio illum libero adipisci consequatur quis enim sit dicta qui mollitia cumque.,6251,25,2005-08-26 20:59:52.33,crea
6264,505,alumno,-1,null,publicacion,Nam dolor ut aut autem atque a quo voluptas aliquam et rem eos dolor impedit omnis temporibus.,-1,25,2005-11-27 06:58:56.057,crea
6265,473,alumno,-1,null,publicacion,Doloremque qui repudiandae voluptatem earum qui sint animi blanditiis provident qui at id voluptatibus libero enim expedita eos.,-1,25,2005-11-07 02:55:11.721,crea
6266,423,alumno,505,alumno,reaccion,me_encanta,6264,25,2005-08-30 20:04:07.653,facebook
6267,208,alumno,540,alumno,reaccion,me_divierte,6251,25,2005-08-20 07:30:32.472,facebook
6268,170,alumno,697,material,consulta,null,-1,25,2005-09-16 16:13:24.453,crea
6269,4,docente,203,alumno,mencion,@vel,6256,25,2005-11-22 18:24:39.093,facebook
6270,540,alumno,-1,null,publicacion,Eos cumque qui alias numquam nam atque qui eos commodi delectus dolor incidunt aperiam facere optio veniam.,-1,25,2005-10-25 14:30:19.323,crea
6271,87,alumno,540,alumno,mencion,@voluptatum,6270,25,2005-10-29 13:19:07.546,facebook
6272,473,alumno,505,alumno,comentario,Iure in eum et et aperiam ut veritatis voluptatum dolore iusto.,6264,25,2005-11-04 15:13:35.287,crea
6273,70,alumno,208,alumno,mensaje,Veritatis quo ut corporis quasi est omnis quod et quos et voluptatum recusandae aut fugiat id atque occaecati quia ducimus.,-1,25,2005-11-05 15:48:47.75,crea
6274,4,docente,52,alumno,mencion,@nulla,6252,25,2005-08-25 07:39:18.203,facebook
6275,407,alumno,4,docente,mencion,@veniam,6274,25,2005-10-20 02:34:52.3,facebook
6276,517,alumno,688,material,consulta,null,-1,25,2005-11-20 02:56:10.737,facebook
6277,4,docente,505,alumno,reaccion,me_divierte,6264,25,2005-10-17 08:57:59.693,facebook
6278,423,alumno,423,alumno,mensaje,Dicta nihil sint cupiditate ratione autem aut numquam velit tempora accusantium aut voluptatem et quis voluptatem.,-1,25,2005-10-24 21:48:07.568,crea
6279,282,alumno,203,alumno,reaccion,me_gusta,6256,25,2005-10-26 09:10:26.64,facebook
6280,144,alumno,52,alumno,mensaje,Fugiat voluptatem dolorem tempore vero architecto sint adipisci omnis consectetur deserunt magni dolores non impedit unde in.,-1,25,2005-09-08 21:23:46.155,crea
6281,70,alumno,69,alumno,mencion,@similique,6253,25,2005-08-29 16:22:38.588,facebook
6282,106,alumno,144,alumno,mensaje,Autem quos ratione exercitationem quibusdam et aut minus sequi sed est autem perferendis culpa corrupti adipisci quo commodi nemo saepe impedit.,6280,25,2005-09-13 10:10:36.114,crea
6283,40,alumno,681,material,consulta,null,-1,25,2005-11-16 16:12:57.547,facebook
6284,226,alumno,540,alumno,comentario,Dolorem voluptas possimus dolorem laborum accusamus delectus ducimus est neque maiores alias.,6270,25,2005-11-04 19:19:02.491,facebook
6285,70,alumno,505,alumno,mensaje,Dolor perferendis quaerat dolores quis nam dolorem suscipit eligendi ab dolores qui libero nulla eos veritatis et.,-1,25,2005-11-10 15:32:41.739,crea
6286,70,alumno,540,alumno,mensaje,Aut qui perspiciatis facilis vel accusantium fuga nihil voluptatem consequatur non id et beatae porro vel vel.,6278,25,2005-11-18 10:01:00.367,crea
6287,540,alumno,679,material,consulta,null,-1,25,2005-09-20 05:38:27.073,crea
6288,617,alumno,-1,null,publicacion,Veritatis omnis nihil dolorem occaecati neque voluptatem laborum a adipisci ad non possimus pariatur possimus qui necessitatibus animi corrupti.,-1,25,2005-09-13 17:01:41.4,facebook
6289,479,alumno,697,material,consulta,null,-1,25,2005-11-19 01:12:30.979,crea
6290,87,alumno,540,alumno,comentario,Libero labore sed deleniti quo ducimus quia totam fuga enim repellat quam sint veniam.,6251,25,2005-08-23 05:40:56.18,crea
6291,4,docente,4,docente,mensaje,Veritatis sed voluptas similique est aspernatur et sed sapiente blanditiis quia fuga ad est unde molestiae quo veniam suscipit fugiat quis.,6286,25,2005-10-14 03:52:24.859,crea
6292,170,alumno,473,alumno,mencion,@aliquid,6259,25,2005-10-06 11:16:50.827,facebook
6293,106,alumno,4,docente,mensaje,Error dolorem vitae voluptatem similique consequuntur maxime eum facilis amet sit illo quam minima et veritatis numquam aspernatur exercitationem aut in.,6285,25,2005-09-05 04:35:17.869,crea
6294,479,alumno,69,alumno,reaccion,me_encanta,6253,25,2005-09-13 15:39:17.794,facebook
6295,144,alumno,473,alumno,comentario,Est nihil libero in et qui sunt quisquam dolore consequuntur aliquam culpa id quia consequatur.,6250,25,2005-10-10 15:59:26.827,crea
6296,282,alumno,690,material,consulta,null,-1,25,2005-09-16 04:48:28.695,facebook
6297,69,alumno,4,docente,reaccion,me_divierte,6269,25,2005-10-10 20:26:48.012,facebook
6298,282,alumno,209,alumno,mensaje,Dignissimos itaque a eum minus recusandae cumque ratione optio cupiditate provident amet quibusdam quaerat voluptas aut tempore.,6291,25,2005-11-18 08:44:48.286,crea
6299,282,alumno,540,alumno,mencion,@et,6270,25,2005-10-09 06:36:06.478,facebook
6300,209,alumno,106,alumno,mensaje,Eius ad nostrum harum unde impedit temporibus ad quas vel explicabo labore aut perspiciatis et exercitationem cupiditate.,6282,25,2005-09-15 14:55:51.163,crea
6301,282,alumno,479,alumno,comentario,Eum deleniti autem accusantium inventore ut corrupti mollitia adipisci voluptatibus voluptates ut eum voluptate corporis.,6294,25,2005-10-04 21:13:00.305,crea
6302,87,alumno,-1,null,publicacion,Velit repudiandae voluptatem mollitia modi et assumenda eveniet beatae sapiente quis fugiat distinctio voluptatem consequatur atque minus.,-1,25,2005-09-25 03:10:22.025,facebook
6303,473,alumno,4,docente,mensaje,Iusto perspiciatis facere consequatur voluptate culpa iure facere et doloribus ea ut ab maiores voluptas ad minima laborum nemo iste.,-1,25,2005-11-06 01:22:55.702,crea
6304,479,alumno,-1,null,publicacion,Odit hic at nulla qui dicta vel tempore magnam quia soluta ut ea soluta officiis eos sequi odit nobis labore.,-1,25,2005-09-08 15:19:47.832,facebook
6305,40,alumno,540,alumno,comentario,Et earum natus in tempora ut voluptatibus consequatur vel esse.,6270,25,2005-09-18 22:51:26.719,crea
6306,517,alumno,479,alumno,reaccion,me_asombra,6304,25,2005-11-14 21:33:50.366,facebook
6307,517,alumno,604,alumno,mensaje,Aliquid et vero ut eligendi nisi quo vel qui neque veritatis porro saepe qui fuga voluptatem ut distinctio ea dolor culpa.,-1,25,2005-09-18 19:38:18.656,crea
6308,106,alumno,479,alumno,comentario,Et ipsum asperiores saepe omnis laborum blanditiis sit velit ut magnam aperiam veniam est.,6260,25,2005-10-22 23:26:54.108,facebook
6309,87,alumno,-1,null,publicacion,Animi aperiam deserunt reiciendis saepe et vero architecto porro ut impedit mollitia numquam laborum veniam.,-1,25,2005-08-20 11:18:12.54,crea
6310,52,alumno,706,material,consulta,null,-1,25,2005-10-06 16:53:01.424,facebook
6311,49,alumno,679,material,consulta,null,-1,25,2005-09-05 09:25:22.332,crea
6312,49,alumno,505,alumno,comentario,Et beatae quia ut animi qui suscipit commodi aut consequatur odit iusto eos accusamus est numquam.,6264,25,2005-11-05 03:39:17.502,crea
6313,4,docente,87,alumno,reaccion,me_entristece,6309,25,2005-11-10 03:14:05.795,facebook
6314,70,alumno,-1,null,publicacion,Iste qui quidem dolores laudantium sint dolorum vitae ipsum blanditiis eligendi voluptatem consequatur non in.,-1,25,2005-11-25 14:38:47.621,crea
6315,87,alumno,699,material,consulta,null,-1,25,2005-10-29 13:16:37.013,facebook
6316,4,docente,540,alumno,reaccion,me_encanta,6270,25,2005-10-29 06:13:00.964,facebook
6317,4,docente,-1,null,publicacion,Nulla autem quo maxime error eveniet sapiente sequi ea est modi dicta in optio ut omnis dolorem esse quae.,-1,25,2005-10-20 23:58:39.612,crea
6318,4,docente,479,alumno,comentario,Est illum ipsum sunt est eos voluptas voluptates saepe consequatur saepe reiciendis qui earum maxime esse.,6294,25,2005-11-02 16:08:28.832,crea
6319,209,alumno,-1,null,publicacion,Incidunt deserunt aut eligendi est id dolores et consequatur dolorum alias veritatis porro ullam eaque est maxime.,-1,25,2005-10-11 04:46:08.389,facebook
6320,4,docente,473,alumno,mensaje,Voluptatem beatae et optio suscipit corrupti magnam et sint sed omnis nisi cumque non eos molestiae impedit distinctio eveniet porro maxime.,6257,25,2005-10-05 12:16:47.568,crea
6321,170,alumno,87,alumno,mencion,@aut,6309,25,2005-09-25 07:18:35.911,facebook
6322,290,alumno,-1,null,publicacion,Aut hic necessitatibus commodi quod dolorum in aut quo exercitationem ullam deserunt ut vitae hic voluptatibus ad vitae.,-1,25,2005-11-14 11:31:19.475,facebook
6323,4,docente,226,alumno,mensaje,Qui dolorum aliquid a beatae dolorem et iste id provident vel et deleniti aut exercitationem rem adipisci dignissimos.,6278,25,2005-10-02 15:09:18.234,crea
6324,70,alumno,-1,null,publicacion,Itaque exercitationem enim voluptatem laudantium nihil vel placeat aut aut autem numquam placeat vitae possimus ipsam delectus unde consectetur ut.,-1,25,2005-10-21 07:57:23.731,crea
6325,208,alumno,699,material,consulta,null,-1,25,2005-09-07 13:33:24.352,crea
6326,4,docente,209,alumno,mensaje,Consequatur eaque fugiat molestiae adipisci atque sunt quia inventore temporibus voluptas impedit qui voluptatibus magni laudantium aut fugiat.,6280,25,2005-09-06 11:03:23.05,crea
6327,226,alumno,693,material,consulta,null,-1,25,2005-09-20 10:07:41.748,crea
6328,144,alumno,49,alumno,reaccion,me_encanta,6312,25,2005-10-01 23:07:18.819,facebook
6329,407,alumno,479,alumno,comentario,Dolorem molestiae accusantium ut quod mollitia omnis nobis reprehenderit nesciunt.,6304,25,2005-11-14 21:30:34.43,crea
6330,69,alumno,517,alumno,reaccion,me_divierte,6306,25,2005-11-30 13:32:40.855,facebook
6331,517,alumno,700,material,consulta,null,-1,25,2005-11-30 02:45:49.033,facebook
6332,209,alumno,473,alumno,reaccion,me_entristece,6250,25,2005-11-28 06:28:11.164,facebook
6333,49,alumno,407,alumno,comentario,Expedita eos facere magnam esse tempore reprehenderit aspernatur quis enim est quos et reprehenderit.,6275,25,2005-10-04 04:10:20.368,crea
6334,505,alumno,-1,null,publicacion,Rerum veritatis ut porro amet ut at ut quia enim tenetur sed consequatur voluptatem aut ut quia debitis.,-1,25,2005-10-18 19:45:30.428,crea
6335,49,alumno,479,alumno,mensaje,Quia eos optio minima velit enim iure minus rerum natus blanditiis odit aperiam rerum et neque reprehenderit.,-1,25,2005-10-06 11:47:26.159,crea
6336,208,alumno,-1,null,publicacion,Quaerat sunt accusantium quos in libero voluptatum rerum corrupti voluptates molestiae modi dolorem aut debitis sit nostrum in assumenda sint aliquid.,-1,25,2005-10-18 05:12:01.226,crea
6337,479,alumno,705,material,consulta,null,-1,25,2005-08-30 16:02:55.705,facebook
6338,69,alumno,209,alumno,comentario,Officiis accusamus ipsam et soluta sunt ut temporibus quia expedita voluptates.,6332,25,2005-10-31 06:38:31.81,facebook
6339,209,alumno,208,alumno,reaccion,me_enoja,6336,25,2005-10-03 00:32:50.844,facebook
6340,407,alumno,684,material,consulta,null,-1,25,2005-11-29 13:24:06.842,facebook
6341,479,alumno,704,material,consulta,null,-1,25,2005-09-16 02:15:09.729,facebook
6342,106,alumno,170,alumno,mensaje,Nam amet non sint non tempore aut debitis omnis est corporis eum dicta fugit omnis.,6280,25,2005-10-21 13:22:29.73,crea
6343,40,alumno,681,material,consulta,null,-1,25,2005-09-01 15:22:20.103,crea
6344,290,alumno,-1,null,publicacion,Impedit quo nisi sed alias debitis dignissimos numquam natus odio rerum eligendi id iure ex.,-1,25,2005-11-03 00:57:06.787,crea
6345,208,alumno,70,alumno,mencion,@nostrum,6314,25,2005-09-04 14:01:13.912,facebook
6346,26,alumno,87,alumno,reaccion,me_divierte,6271,25,2005-09-25 13:36:07.359,facebook
6347,70,alumno,702,material,consulta,null,-1,25,2005-09-10 23:31:50.475,crea
6348,106,alumno,290,alumno,reaccion,me_asombra,6344,25,2005-09-28 22:15:49.879,facebook
6349,203,alumno,106,alumno,mencion,@iusto,6308,25,2005-08-20 08:34:54.925,facebook
6350,604,alumno,-1,null,publicacion,Labore perferendis aperiam omnis sunt sed modi nulla veritatis cumque dolor commodi sequi rerum non.,-1,25,2005-09-13 13:34:58.916,facebook
6351,505,alumno,-1,null,publicacion,Harum ab non sed esse et nemo est illo reiciendis doloremque nulla occaecati aliquid aut perspiciatis quae.,-1,25,2005-11-26 14:49:37.985,facebook
6352,144,alumno,701,material,consulta,null,-1,25,2005-08-23 15:39:28.221,crea
6353,290,alumno,49,alumno,mencion,@numquam,6312,25,2005-10-16 00:31:18.12,facebook
6354,282,alumno,69,alumno,mencion,@sunt,6338,25,2005-11-27 08:40:45.772,facebook
6355,106,alumno,-1,null,publicacion,Quam delectus repudiandae autem voluptatibus quasi debitis animi itaque autem totam ut ut maiores et asperiores voluptatum quis tempore incidunt.,-1,25,2005-10-07 22:57:39.506,crea
6356,70,alumno,407,alumno,mensaje,Quas magnam qui delectus enim voluptatem tenetur molestiae voluptatum quia voluptates eos hic dolor id sed quidem consequatur beatae totam.,-1,25,2005-10-22 10:58:36.425,crea
6357,617,alumno,700,material,consulta,null,-1,25,2005-10-07 09:39:15.842,crea
6358,69,alumno,-1,null,publicacion,Voluptatem ipsa consequatur qui est rerum maxime incidunt aut velit doloribus est aliquid odit itaque vel velit.,-1,25,2005-11-04 02:24:13.8,crea
6359,52,alumno,106,alumno,reaccion,me_divierte,6355,25,2005-11-01 06:56:36.111,facebook
6360,423,alumno,49,alumno,reaccion,me_divierte,6312,25,2005-09-29 05:04:47.2,facebook
6361,208,alumno,70,alumno,mencion,@sit,6281,25,2005-11-02 08:17:08.717,facebook
6362,70,alumno,69,alumno,comentario,Quibusdam fugiat eius dicta sequi maiores nisi alias ipsa neque quas necessitatibus.,6338,25,2005-10-25 21:40:09.392,crea
